message,label,category
Have you heard from this week?,low,Legitimate Message
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,medium,Spam / Promotional
Yes. Last  practice,low,Legitimate Message
tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,medium,Spam / Promotional
No. Thank you. You've been wonderful,low,Legitimate Message
Ü mean it's confirmed... I tot they juz say oni... Ok then...,low,Legitimate Message
That depends. How would you like to be treated? :),low,Legitimate Message
"Right on brah, see you later",low,Legitimate Message
Waiting in e car 4 my mum lor. U leh? Reach home already?,low,Legitimate Message
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,medium,Suspicious Message
Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,medium,Suspicious Message
Went fast asleep dear.take care.,low,Legitimate Message
No that just means you have a fat head,low,Legitimate Message
Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,low,Legitimate Message
Serious? What like proper tongued her,low,Legitimate Message
She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,low,Legitimate Message
How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,low,Legitimate Message
Yeah whatever lol,low,Legitimate Message
Ard 530 lor. I ok then message ü lor.,low,Legitimate Message
Ok. C u then.,low,Legitimate Message
Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,low,Legitimate Message
No need to ke qi... Ü too bored izzit y suddenly thk of this...,low,Legitimate Message
I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,low,Legitimate Message
FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk,medium,Spam / Promotional
"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",low,Legitimate Message
Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,low,Legitimate Message
How? Izzit still raining?,low,Legitimate Message
As if i wasn't having enough trouble sleeping.,low,Legitimate Message
I havent add ü yet right..,low,Legitimate Message
Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,low,Legitimate Message
Babe ? I lost you ... Will you try rebooting ?,low,Legitimate Message
Yes. Nigh you cant aha.,low,Legitimate Message
I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present.,low,Legitimate Message
Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,low,Legitimate Message
Sos! Any amount i can get pls.,low,Legitimate Message
"Playin space poker, u?",low,Legitimate Message
How come guoyang go n tell her? Then u told her?,low,Legitimate Message
You need to get up. Now.,low,Legitimate Message
They r giving a second chance to rahul dengra.,low,Legitimate Message
"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",low,Legitimate Message
WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,low,Legitimate Message
Y ü wan to go there? C doctor?,low,Legitimate Message
Does daddy have a bb now.,low,Legitimate Message
"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!",medium,Spam / Promotional
She's borderline but yeah whatever.,low,Legitimate Message
"Until 545 lor... Ya, can go 4 dinner together...",low,Legitimate Message
I will be gentle princess! We will make sweet gentle love...,low,Legitimate Message
How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,low,Legitimate Message
"Sorry, went to bed early, nightnight",low,Legitimate Message
I like to think there's always the possibility of being in a pub later.,low,Legitimate Message
HMM yeah if your not too grooved out! And im looking forward to my pound special :),low,Legitimate Message
I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,low,Legitimate Message
Hi dude hw r u da realy mising u today,low,Legitimate Message
Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...,low,Legitimate Message
Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,medium,Spam / Promotional
I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,low,Legitimate Message
I knew it... U slept v late yest? Wake up so late...,low,Legitimate Message
Haha... dont be angry with yourself... Take it as a practice for the real thing. =),low,Legitimate Message
Where is that one day training:-),low,Legitimate Message
So i could kiss and feel you next to me...,low,Legitimate Message
Have a nice day my dear.,low,Legitimate Message
I sent lanre fakeye's Eckankar details to the mail box,low,Legitimate Message
Your dad is back in ph?,low,Legitimate Message
"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",medium,Suspicious Message
If you ask her or she say any please message.,low,Legitimate Message
"If e timing can, then i go w u lor...",low,Legitimate Message
I was just callin to say hi. Take care bruv!,low,Legitimate Message
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,high,Spam / Promotional
Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,low,Legitimate Message
Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,low,Legitimate Message
"That's the trouble with classes that go well - you're due a dodgey one  Expecting mine tomo! See you for recovery, same time, same place",low,Legitimate Message
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,medium,Spam / Promotional
WOT U UP 2 J?,low,Legitimate Message
"Night night, see you tomorrow",low,Legitimate Message
Roger that. Were probably going to rem in about 20,low,Legitimate Message
do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,low,Legitimate Message
I wish u were here. I feel so alone,low,Legitimate Message
Reason is if the team budget is available at last they buy the unsold players for at base rate..,low,Legitimate Message
CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,low,Legitimate Message
ringtoneking 84484,medium,Suspicious Message
Huh i cant thk of more oredi how many pages do we have?,low,Legitimate Message
His frens go then he in lor. Not alone wif my mum n sis lor.,low,Legitimate Message
Nationwide auto centre (or something like that) on Newport road. I liked them there,low,Legitimate Message
"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",low,Legitimate Message
"Whatever, juliana. Do whatever you want.",low,Legitimate Message
Ringtone Club: Gr8 new polys direct to your mobile every week !,medium,Suspicious Message
"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",low,Legitimate Message
Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,low,Legitimate Message
(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,medium,Suspicious Message
"Dizzamn, aight I'll ask my suitemates when I get back",low,Legitimate Message
"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",low,Legitimate Message
I love to cuddle! I want to hold you in my strong arms right now...,low,Legitimate Message
R u in this continent?,low,Legitimate Message
We'll you pay over like  &lt;#&gt; yrs so its not too difficult,low,Legitimate Message
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,medium,Suspicious Message
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,high,Spam / Promotional
K...k...when will you give treat?,low,Legitimate Message
"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",high,Spam / Promotional
He's just gonna worry for nothing. And he won't give you money its no use.,low,Legitimate Message
Did you get any gift? This year i didnt get anything. So bad,low,Legitimate Message
Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,low,Legitimate Message
", ow u dey.i paid 60,400thousad.i told  u would call .",low,Legitimate Message
IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,low,Legitimate Message
I'm reaching home in 5 min.,low,Legitimate Message
"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",low,Legitimate Message
Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel,low,Legitimate Message
Discussed with your mother ah?,low,Legitimate Message
"Sorry, I can't text &amp; drive coherently, see you in twenty",low,Legitimate Message
You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,medium,Suspicious Message
In which place i can get rooms cheap:-),low,Legitimate Message
Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,low,Legitimate Message
"""GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI""",low,Legitimate Message
"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",medium,Suspicious Message
University of southern california.,low,Legitimate Message
We have to pick rayan macleran there.,low,Legitimate Message
U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,low,Legitimate Message
Well. Balls. Time to make calls,low,Legitimate Message
Wat time ü wan today?,low,Legitimate Message
&lt;#&gt;  in mca. But not conform.,low,Legitimate Message
Oh ok.. Wat's ur email?,low,Legitimate Message
"Yes, princess. Are you going to make me moan?",low,Legitimate Message
Lol its ok I didn't remember til last nite,low,Legitimate Message
"[] anyway, many good evenings to u! s",low,Legitimate Message
"Cool, I'll text you in a few",low,Legitimate Message
"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",low,Legitimate Message
I'm very happy for you babe ! Woo hoo party on dude!,low,Legitimate Message
I am taking you for italian food. How about a pretty dress with no panties? :),low,Legitimate Message
Wot u up 2? Thout u were gonna call me!! Txt bak luv K,low,Legitimate Message
YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,high,Suspicious Message
How are you holding up?,low,Legitimate Message
Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please....,low,Legitimate Message
Hope you are not scared!,low,Legitimate Message
I'm at home n ready...,low,Legitimate Message
What time do u get out?,low,Legitimate Message
I am literally in bed and have been up for like  &lt;#&gt;  hours,low,Legitimate Message
"Yes, my reg is  Ciao!",low,Legitimate Message
If You mean the website. Yes.,low,Legitimate Message
Win a £1000 cash prize or a prize worth £5000,medium,Spam / Promotional
"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",medium,Suspicious Message
Lol or I could just starve and lose a pound by the end of the day.,low,Legitimate Message
Yeah that's the impression I got,low,Legitimate Message
Ok ok take care. I can understand.,low,Legitimate Message
"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",low,Legitimate Message
"Ya ok, then had dinner?",low,Legitimate Message
I was slept that time.you there?,low,Legitimate Message
dont make ne plans for nxt wknd coz she wants us to come down then ok,low,Legitimate Message
When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,low,Legitimate Message
"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",low,Legitimate Message
Noice. Text me when you're here,low,Legitimate Message
Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,low,Legitimate Message
Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,medium,Spam / Promotional
"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!",medium,Spam / Promotional
"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",low,Legitimate Message
Hi dear we saw dear. We both are happy. Where you my battery is low,low,Legitimate Message
How are you. Its been ages. How's abj,low,Legitimate Message
Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,low,Legitimate Message
Dont kick coco when he's down,low,Legitimate Message
Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,low,Legitimate Message
"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7",medium,Suspicious Message
TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,medium,Suspicious Message
Hope you?re not having too much fun without me!! see u tomorrow love jess x,low,Legitimate Message
Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,low,Legitimate Message
I've reached home n i bathe liao... U can call me now...,low,Legitimate Message
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,medium,Suspicious Message
Was the actual exam harder than NBME,low,Legitimate Message
A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,low,Legitimate Message
87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,medium,Spam / Promotional
Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,low,Legitimate Message
Gam gone after outstanding innings.,low,Legitimate Message
O i played smash bros  &lt;#&gt;  religiously.,low,Legitimate Message
"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",low,Legitimate Message
Hurry home. Soup is DONE!,low,Legitimate Message
"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",low,Legitimate Message
Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,low,Legitimate Message
"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",medium,Spam / Promotional
Lemme know when you're here,low,Legitimate Message
PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,medium,Suspicious Message
He needs to stop going to bed and make with the fucking dealing,low,Legitimate Message
"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",low,Legitimate Message
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,high,Spam / Promotional
"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",low,Legitimate Message
I remain unconvinced that this isn't an elaborate test of my willpower,low,Legitimate Message
"""Life is nothing wen v get everything"". But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",low,Legitimate Message
how are you? I miss you!,low,Legitimate Message
I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,low,Legitimate Message
"Hey , is * rite u put »10 evey mnth is that all?",low,Legitimate Message
i am going to bed now prin,low,Legitimate Message
I think just yourself Thanks and see you tomo,low,Legitimate Message
If u dun drive then how i go 2 sch.,low,Legitimate Message
I not at home now lei...,low,Legitimate Message
GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,high,Suspicious Message
Do u hav any frnd by name ashwini in ur college?,low,Legitimate Message
Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,low,Legitimate Message
K then 2marrow are you coming to class.,low,Legitimate Message
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",high,Suspicious Message
Pls send me your address sir.,low,Legitimate Message
I want to lick your pussy now...,low,Legitimate Message
"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",low,Legitimate Message
URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,high,Spam / Promotional
"I'll see, but prolly yeah",low,Legitimate Message
Thought we could go out for dinner. I'll treat you! Seem ok?,low,Legitimate Message
Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,low,Legitimate Message
Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,low,Legitimate Message
"Sure thing big man. i have hockey elections at 6, shouldnt go on longer than an hour though",low,Legitimate Message
Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,low,Legitimate Message
Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),low,Legitimate Message
"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",low,Legitimate Message
Yunny... I'm goin to be late,low,Legitimate Message
Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,low,Legitimate Message
"Cool, want me to go to kappa or should I meet you outside mu",low,Legitimate Message
"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",low,Legitimate Message
May b approve panalam...but it should have more posts..,low,Legitimate Message
"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",medium,Suspicious Message
Me i'm not workin. Once i get job...,low,Legitimate Message
And by when you're done I mean now,low,Legitimate Message
"""Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U..."" Gud nyt...",low,Legitimate Message
Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,low,Legitimate Message
FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,medium,Spam / Promotional
Is it your yahoo boys that bring in the perf? Or legal.,low,Legitimate Message
No need to say anything to me. I know i am an outsider,low,Legitimate Message
have you ever had one foot before?,low,Legitimate Message
Just got to  &lt;#&gt;,low,Legitimate Message
"Good! No, dont need any receiptswell done! () Yes, please tell . Whats her number, i could ring her",low,Legitimate Message
Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,low,Legitimate Message
Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),low,Legitimate Message
Infact happy new year. How are you where are you when are we seeing,low,Legitimate Message
"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",medium,Suspicious Message
That's a shame! Maybe cld meet for few hrs tomo?,low,Legitimate Message
Lol I would but despite these cramps I like being a girl.,low,Legitimate Message
I can?t wait for cornwall. Hope tonight isn?t too bad as well but it?s rock night shite. Anyway i?m going for a kip now have a good night. Speak to you soon.,low,Legitimate Message
Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,low,Legitimate Message
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,high,Spam / Promotional
"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",low,Legitimate Message
I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,low,Legitimate Message
Ü comin to fetch us oredi...,low,Legitimate Message
What's nannys address?,low,Legitimate Message
Haf u eaten? Wat time u wan me 2 come?,low,Legitimate Message
Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,medium,Spam / Promotional
"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",low,Legitimate Message
This single single answers are we fighting? Plus i said am broke and you didnt reply,low,Legitimate Message
It certainly puts things into perspective when something like this happens,low,Legitimate Message
Now got tv 2 watch meh? U no work today?,low,Legitimate Message
i felt so...not any conveying reason.. Ese he... What about me?,low,Legitimate Message
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,low,Legitimate Message
I told that am coming on wednesday.,low,Legitimate Message
"Its ok, called mom instead have fun",low,Legitimate Message
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",high,Spam / Promotional
Well if I'm that desperate I'll just call armand again,low,Legitimate Message
Are you at work right now ?,low,Legitimate Message
Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,low,Legitimate Message
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",low,Legitimate Message
Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,low,Legitimate Message
Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,low,Legitimate Message
And pls pls drink plenty plenty water,low,Legitimate Message
How are you doing. How's the queen. Are you going for the royal wedding,low,Legitimate Message
He's in lag. That's just the sad part but we keep in touch thanks to skype,low,Legitimate Message
Ok lor then we go tog lor...,low,Legitimate Message
Two teams waiting for some players,low,Legitimate Message
Can ü send me a copy of da report?,low,Legitimate Message
"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",low,Legitimate Message
"Ok da, i already planned. I wil pick you.",low,Legitimate Message
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",high,Spam / Promotional
I just really need shit before tomorrow and I know you won't be awake before like 6,low,Legitimate Message
I'm good. Have you registered to vote?,low,Legitimate Message
"Hmm ok, i'll stay for like an hour cos my eye is really sore!",low,Legitimate Message
Dear got bus directly to calicut,low,Legitimate Message
Mm umma ask vava also to come tell him can play later together,low,Legitimate Message
"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",low,Legitimate Message
"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",low,Legitimate Message
&lt;#&gt;  w jetton ave if you forgot,low,Legitimate Message
Ok i'm coming home now.,low,Legitimate Message
Can not use foreign stamps in this country.,low,Legitimate Message
"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",low,Legitimate Message
"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP",medium,Suspicious Message
Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,low,Legitimate Message
Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,low,Legitimate Message
C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.,low,Legitimate Message
How are you enjoying this semester? Take care brother.,low,Legitimate Message
IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,high,Spam / Promotional
"Get the door, I'm here",low,Legitimate Message
"Lets use it next week, princess :)",low,Legitimate Message
Or i go home first lar ü wait 4 me lor.. I put down my stuff first..,low,Legitimate Message
I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,low,Legitimate Message
No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),low,Legitimate Message
Oi when you gonna ring,low,Legitimate Message
Missed call alert. These numbers called but left no message. 07008009200,medium,Suspicious Message
I attended but nothing is there.,low,Legitimate Message
Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,low,Legitimate Message
No dear i was sleeping :-P,low,Legitimate Message
Er mw im filled tuth is aight,low,Legitimate Message
Will be office around 4 pm. Now i am going hospital.,low,Legitimate Message
Actually i'm waiting for 2 weeks when they start putting ad.,low,Legitimate Message
Anything lor if they all go then i go lor...,low,Legitimate Message
U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,low,Legitimate Message
Yo you around? A friend of mine's lookin to pick up later tonight,low,Legitimate Message
Stupid auto correct on my phone,low,Legitimate Message
Double eviction this week - Spiral and Michael and good riddance to them!,low,Legitimate Message
"""The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!"", Gud night....",low,Legitimate Message
"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",low,Legitimate Message
Buy one egg for me da..please:),low,Legitimate Message
Have you started in skye,low,Legitimate Message
Have you bookedthe hut? And also your time off? How are you by the way?,low,Legitimate Message
And several to you sir.,low,Legitimate Message
U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,low,Legitimate Message
My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,low,Legitimate Message
FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,medium,Spam / Promotional
Life style garments account no please.,low,Legitimate Message
Lol wtf random. Btw is that your lunch break,low,Legitimate Message
"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",low,Legitimate Message
"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",low,Legitimate Message
Detroit. The home of snow. Enjoy it.,low,Legitimate Message
Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,medium,Spam / Promotional
"Aight, I'm chillin in a friend's room so text me when you're on the way",low,Legitimate Message
Is toshiba portege m100 gd?,low,Legitimate Message
Well welp is sort of a semiobscure internet thing,low,Legitimate Message
Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,medium,Suspicious Message
"accordingly. I repeat, just text the word ok on your mobile phone and send",medium,Suspicious Message
Loosu go to hospital. De dont let it careless.,low,Legitimate Message
How much for an eighth?,low,Legitimate Message
Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,low,Legitimate Message
"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",low,Legitimate Message
Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,low,Legitimate Message
"How about clothes, jewelry, and trips?",low,Legitimate Message
Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge,medium,Suspicious Message
Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,low,Legitimate Message
important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,high,Spam / Promotional
Are you plans with your family set in stone ?,low,Legitimate Message
Pls dont forget to study,low,Legitimate Message
You'll never believe this but i have actually got off at taunton. Wow,low,Legitimate Message
